标题,导演,主演,类型,地区,语言,上映日期,播放链接,封面图片,剧情简介,评分
月球叛军2：烙印之人,扎克·施奈德,"索菲亚·波多拉,查理·汉纳姆,加利·艾尔维斯,安东尼·霍普金斯,杰曼·翰苏,裴斗娜,吉娜·马隆,寇瑞·斯托尔,艾德·斯克林,米希尔·赫伊斯曼,斯图尔特·马丁,阿方索·埃雷拉,雷·费舍尔,弗拉·菲,克利欧佩特拉·科尔曼,斯塔兹·奈尔,里安·里斯,汤姆·沃斯","剧情,动作,科幻,奇幻,冒险",美国,英语,2024,https://ukzy.ukubf3.com/share/wy1cjM9zNeQjnhGf,https://img.ukuapi.com/upload/vod/20240803-1/10471871cf3f0350272f0269816fa673.jpg,延续第一部的史诗故事，柯拉（索菲亚·波多拉SofiaBoutella饰）与幸存的战士准备好豁出一切，与勇敢的碧草星居民并肩作战，即使村落不复往日和平，仍是对抗母星失败的人们寻得的新家园，这一切，就靠他们来守护。最终大战前夕，这群战士必须面对各自的过往，也揭露他们究竟为何而战。当叛军势力星火燎原，王国大军倾巢而出准备平息动乱，战友情谊益发坚定，英雄崭露头角，不朽传奇也于焉诞生。,4.9
燃烧的槐多啊,佐藤寿保,"游屋慎太郎,佐藤里穗,工藤景,涼田麗乃,八田拳,佐月绘美,田中飄,佐野史郎",,日本,日语,2024,https://ukzy.ukubf3.com/share/hIh4HHRm2SoWZNlH,https://img.ukuapi.com/upload/vod/20240803-1/c948e2446657220f3ec00b6a3cfe0f59.jpg,"MurayamaKaita,aJapanesepainter,novelistandpoetdiedin1919attheageof22,leavingbehindanimpressiveandtime-defyingbodyofwork.Inhismostrecentfilm,SatoHisayasuoffersasurreal,time-crossing,meta-layeredessayontheartist,hisoriginalityandhislegacy.DearKaitaAblazebringstogetherayoungwomanAzamiobsessedwithMurayama’spainting,ayoungmanSaku,whocanhearunusualfrequenciesandclaimstobeMurayamaorhisspiritualimprintandaquartetofyoungperformerswithpsychicabilities.TheybondoverMurayama’sworkwhichtheyrecreateinperformativedancewhiledrivingtoamysteriouscavecalledAgartha.SatoHisayasu(TheEye’sDream,Muscle,TheBedroom),renownedforhispinkuandexplorationofmadnessandlust,returnstoIFFR.DearKaitaAblazeishyper-dense,obsessiveanddriven,effortlesslymashingsurrealismwithsci-fiandmysticism,layeringseeminglyunrelatedeventsandencounterstobringthemtogetherinamonumentalclimax.–kijA源自：https://iffr.com/en/iffr/2024/films/dear-kaita-ablaze",1.1
搭车奇缘,克里斯蒂·哈尔,"达科塔·约翰逊,西恩·潘,马科斯·A·冈萨雷斯,香农·甘农",剧情,美国,英语,2023,https://ukzy.ukubf3.com/share/jSDZ6zLdW24wVxKB,https://img.ukuapi.com/upload/vod/20240803-1/dbfe32a3c8a34fdb6a3164aa72a01b39.jpg,一位年轻女子乘坐的飞机在纽约肯尼迪机场降落后，她跳上了一辆黄色出租车的后座，出租车司机克拉克将车开动，素不相识的两人在夜色中共同前行，展开了最意想不到的对话。一开始是有趣的闲聊，很快就转向了神秘和俏皮的内容。女子正在和一个男子网恋，一路上手机响个不停。司机劝告女子应该认清网恋对象的真面目，珍视自己。女子惊讶司机能够看透自己所处的境况，随后两人的聊天发展到对爱情观、人生观、价值观等方面，女子发现司机有着强大的内心、悲痛的经历以及积极向上的人生感悟。最后目的地到达女子下车离开。但是两人在短短的旅程中的谈话都治愈了彼此的内心。该片将探讨人类联系的复杂性，并将证明与一个完全陌生的人的偶然相遇可以改变一个人的生活。,6.8
宝藏,朱丽亚·冯·海因茨,"莉娜·邓纳姆,斯蒂芬·弗雷,安德烈·赫尼克,齐伯尼·查马修瓦斯基,托马斯·洛索,伊沃娜·别尔斯卡,温蒂·诺苏尔,玛丽亚·马莫纳,罗伯特·贝斯塔,奥利弗·尤伊,戴维·克日斯特科兹科",剧情,德国,"英语,波兰语",2024,https://ukzy.ukubf3.com/share/JsV3bSOGm98vQtWO,https://img.ukuapi.com/upload/vod/20240803-1/0ff51284a55ab3cdf4a33f11dd9c0a41.jpg,影片改编自莉莉·布雷特撰写的畅销小说《太多男人》，故事设定在柏林墙推倒后的1990年，纽约的成功女商人RuthRothwax坚持将年迈的父亲带回他的故乡波兰，她希望在那里探寻自己的犹太血统。然而父亲虽然同意回去，却仍不想回到那些他曾受到伤害的地方。尽管影片题材严肃，但会有大量的喜剧段落。[铁箱]将是朱丽亚·冯·海因茨“余波三部曲”的最后一部，前两部分别为[汉娜的旅程]和[明天整个世界]，这三部影片以截然不同的视角来审视德国纳粹带给社会的影响。,3.8
苍狼之浴血绝杀,,,"剧情,战争",大陆,国语,2024,https://ukzy.ukubf3.com/share/VdOkx9o8oCiqkZ14,https://img.ukuapi.com/upload/vod/20240801-1/83c19aad508c5c0b5351a0732e8023da.jpg,,0.0
珊迪大电影：拯救比奇堡,丽萨·约翰逊,"卡罗琳·劳伦斯,汤姆·肯尼,劳伦斯先生,玛丽·乔·卡特利特,克兰西·布朗,比尔·法格巴克,罗德格尔·邦帕斯,迪·布拉雷·贝克尔,Christopher Hagen,瑞欧·亚历山大,Ryan Begay,伊利娅·伊索雷利·保利诺,马修·卡德瑞普,旺达·塞克丝,吉尔·塔利,克雷格·罗宾森,格蕾·德丽斯勒,约翰尼·诺克斯维尔,凯瑞·华格伦,Miles Hall","喜剧,动画,奇幻,冒险","美国,英国,加拿大","英语,阿拉伯语",2024,https://ukzy.ukubf3.com/share/50vY9fQXrhvw3Ygm,https://img.ukuapi.com/upload/vod/20240802-1/e61a5becfcc2e9aab9a24796d802880d.jpg,比奇堡和其中的所有居民突然被捞出海面，珊迪·奇克斯和海绵宝宝前往德克萨斯州拯救小镇，使小镇免受邪恶阴谋的荼毒。,2.8
错过你的那些年,藤井道人,"许光汉,清原果耶,张孝全,道枝骏佑,黑木华,山中崇,松重丰,黑木瞳,屈中恒,郁方,北村丰晴,曾少宗,廖慧珍,陈妍霏,李冠毅,洪群钧,刘主平","剧情,爱情","中国台湾,日本","日语,汉语普通话",2024,https://ukzy.ukubf3.com/share/4KTt9ctorDKjV4m4,https://img.ukuapi.com/upload/vod/20240803-1/4101139798e4225c131233732dde44de.jpg,回首青春，这些年最不想错过的人，一直是你。可我这一次，真的错过你了。影片以游记随笔《青春18×2日本慢车流浪记》为原型。18年前，来自日本的背包客阿美（清原果耶饰）来到了高中生吉米（许光汉饰）打工的店中，两人在同一家店中一同工作度过了一个夏天。吉米渐渐对阿美产生好感，然而阿美将回到日本。面对无法整理心情的吉米，阿美提出了“一个约定”……时光流逝，回到老家的吉米发现了阿美18年前从日本寄来的明信片。初恋的记忆涌现，吉米乘上通往阿美的故乡的列车，开始了独自一人的日本之旅。,7.4
鬼天厦,谢志文,"黄瀞怡,陈妤,潘君侖,白癡公主,郑茵声,游書庭,高慧君,澎恰恰","惊悚,恐怖",中国台湾,汉语普通话,2024,https://ukzy.ukubf3.com/share/ksGrhGDyVvfqbXyo,https://img.ukuapi.com/upload/vod/20240802-1/b4c2131a24e6714b1d9c88456ae64835.jpg,故事灵感来自台湾知名的猛鬼大厦之一的凶宅，这栋位在台北市中心的大厦，曾在30多年内发生超过20多件命案，让房价比周围其他建案都便宜许多。其中最著名的事件便是在80年代的一场火灾，造成300多人受困，最后夺走19条人命。而已成为都市传说的「烧肉粽事件」，一名女子因感情问题跳楼自杀，却意外压死楼下卖烧肉粽的小贩的悲剧，也是发生在此大楼，让恐怖名声不胫而走，成为台湾最猛的凶宅之一。,2.6
无边之雾,艾德温,"普特里·马里诺,Iedil Dzuhrie Alaudin,Kiki Narendra,卢克曼·萨尔迪,Yusuf Mahardika","惊悚,犯罪",印度尼西亚,,2024,https://ukzy.ukubf3.com/share/l7Hc8t0l7ohuSrxz,https://img.ukuapi.com/upload/vod/20240801-1/2900cdf78cf34c323885b115e57553cf.jpg,大城市調來的刑警查起印尼與馬來西亞邊界發生的一連串凶殘命案，卻在過程中被迫面對過去的夢魘。,3.9
年少日记,卓亦谦,"卢镇业,郑中基,黄梓乐,韦罗莎,陈汉娜,何珀廉,戴玉麒,归绰峣,周汉宁,吴冰,邵美君,梁祖尧,麦芷谊,陈苡臻,陈湛文,梁雍婷",剧情,中国香港,粤语,2023,https://ukzy.ukubf3.com/share/yt3cOCw9KxkGz8uT,https://img.ukuapi.com/upload/vod/20240801-1/c981a72aa41a5f720b5cb02847436ce8.jpg,一封没署名的遗书、一群看似无恙的学生，让中学老师郑Sir（卢镇业饰）想起充满暴力与遗憾的童年往事。他亦面对妻子离别、父亲病危，同时必须找出企图轻生的同学，阻止悲剧重现。,8.4
还钱,王鼎霖,"陈柏霖,蔡思韵,李铭忠,林哲熹,蔡凡熙,吴慷仁,许时豪,高英轩,吴志庆,澎恰恰","喜剧,犯罪",中国台湾,汉语普通话,2024,https://ukzy.ukubf3.com/share/426uSocpQtMUPCXF,https://img.ukuapi.com/upload/vod/20240801-1/faedc717cc6951677523ebfbfa3f1fc4.jpg,讲述一支由张博骏（陈柏霖饰）率领、战无不胜的窃盗集团，在小年夜悄悄执行了10亿元窃盗案，没想到却遇上黑吃黑，意外让张博骏的前女友沉舒玟（蔡思韵饰）卷入案件，逼得他们必须把这10亿元还回去。,1.5
